,10402,10749,10751,10752,12,14,16,18,27,28,35,36,37,53,80,878,9648,adult,director,lead actors,movie_id,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,False,Chad Stahelski,"[u'Keanu Reeves', u'Michael Nyqvist', u'Alfie Allen']",245891,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,29.733018,/5vHssUeVe25bMrof1HyaPyWgaP.jpg,2014-10-22,John Wick,False,7.0,3723
16,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,False,Scott Derrickson,"[u'Benedict Cumberbatch', u'Chiwetel Ejiofor', u'Rachel McAdams']",284052,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under his wing and trains him to defend the world against evil.",29.299614,/4PiiNGXj1KENTmCBHeN6Mskj2Fq.jpg,2016-10-25,Doctor Strange,False,6.9,3398
17,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,False,Tim Miller,"[u'Ryan Reynolds', u'Morena Baccarin', u'Ed Skrein']",293660,"Based upon Marvel Comics’ most unconventional anti-hero, DEADPOOL tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",28.982701,/inVq3FRqcYIRl2la8iZikYYxFNR.jpg,2016-02-09,Deadpool,False,7.3,7808
18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,Todor Chapkanov,"[u'Scott Adkins', u'Teodora Duhovnikova', u'Alon Aboutboul']",348893,"In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude",27.659897,/aqiK5aOZmxvtLcY04B1fFeEJLV1.jpg,2016-09-22,Boyka: Undisputed IV,False,5.9,87
19,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,False,Andrew Stanton,"[u'Ellen DeGeneres', u'Albert Brooks', u'Hayden Rolence']",127380,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,27.055389,/z09QAf8WbZncbitewNk6lKYMZsh.jpg,2016-06-16,Finding Dory,False,6.7,3000
20,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False,Damien Chazelle,"[u'Ryan Gosling', u'Emma Stone', u'John Legend']",313369,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",26.143088,/ylXCdC106IKiarftHkcacasaAcb.jpg,2016-09-12,La La Land,False,7.9,2562
21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,James Wan,"[u'Vin Diesel', u'Paul Walker', u'Dwayne Johnson']",168259,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,22.679388,/dCgm7efXDmiABSdWDHBDBx2jwmn.jpg,2015-04-01,Furious 7,False,7.3,3373
22,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,False,Anthony Russo,"[u'Chris Evans', u'Robert Downey Jr.', u'Scarlett Johansson']",271110,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",22.642243,/kSBXou5Ac7vEqKd97wotJumyJvU.jpg,2016-04-27,Captain America: Civil War,False,6.9,5245
23,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False,Hugo Gélin,"[u'Omar Sy', u'Cl\xe9mence Po\xe9sy', u'Antoine Bertrand']",382591,A man without attachments or responsibilities suddenly finds himself with an abandoned baby and leaves for London to try and find the mother. Eight years later after he and his daughter become inseparable Gloria's mother reappears.,22.119937,/muwaDIv5cLv2Z07CZFWOsL7lYuO.jpg,2016-12-07,Tomorrow Everything Starts,False,7.6,191
24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,False,Dean Israelite,"[u'Dacre Montgomery', u'Naomi Scott', u'RJ Cyler']",305470,"Saban's Power Rangers follows five ordinary teens who must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.",17.108771,/iRAZIEgfB9N0BObV0QI61Nxh92h.jpg,2017-03-23,Power Rangers,False,6.5,278
25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False,Theodore Melfi,"[u'Taraji P. Henson', u'Octavia Spencer', u'Janelle Monae']",381284,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",16.982383,/6cbIDZLfwUTmttXTmNi8Mp3Rnmg.jpg,2016-12-10,Hidden Figures,False,7.7,1101
26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,Dario Argento,"[u'Asia Argento', u'Cristian Solimeno', u'Adam James']",15206,"An ancient urn is found in a cemetery outside Rome. Once opened, it triggers a series of violent incidents: robberies, rapes and murders increase dramatically, while several mysterious, evil-looking young women coming from all over the world are gathering in the city. All these events are caused by the return of Mater Lacrimarum, the last of three powerful witches who have been spreading terror and death for centuries. Alone against an army of psychos and demons, Sarah Mandy, an art student who seems to have supernatural abilities of her own, is the only person left to prevent the Mother of Tears from destroying Rome.",16.936967,/sGFOggXN12CcSXD01hSAIaEoSgs.jpg,2007-09-06,The Mother of Tears,False,4.2,83
27,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,False,Daniel Espinosa,"[u'Jake Gyllenhaal', u'Rebecca Ferguson', u'Ryan Reynolds']",395992,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",16.100514,/h2mhfbEBGABSHo2vXG1ECMKAJa7.jpg,2017-03-23,Life,False,6.0,340
28,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,False,Bryan Singer,"[u'James McAvoy', u'Michael Fassbender', u'Jennifer Lawrence']",246655,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",15.957222,/zSouWWrySXshPCT4t3UKCQGayyo.jpg,2016-05-18,X-Men: Apocalypse,False,6.3,3337
29,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,False,D.J. Caruso,"[u'Vin Diesel', u'Ice Cube', u'Samuel L. Jackson']",47971,"Extreme athlete turned government operative Xander Cage comes out of self-imposed exile, thought to be long dead, and is set on a collision course with deadly alpha warrior Xiang and his team in a race to recover a sinister and seemingly unstoppable weapon known as Pandora's Box. Recruiting an all-new group of thrill-seeking cohorts, Xander finds himself enmeshed in a deadly conspiracy that points to collusion at the highest levels of world governments.",14.921164,/yNsdyNbQqaKN0TQxkHMws2KLTJ6.jpg,2017-01-13,xXx: Return of Xander Cage,False,5.4,744
30,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,False,David Ayer,"[u'Brad Pitt', u'Shia LaBeouf', u'Logan Lerman']",228150,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",14.845139,/il9XWx5CbNd2KdDUwrcClEZiLkv.jpg,2014-10-15,Fury,False,7.4,3118
31,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,False,Kyle Balda,"[u'Sandra Bullock', u'Jon Hamm', u'Michael Keaton']",211672,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",14.797804,/q0R4crx2SehcEEQEkYObktdeFy.jpg,2015-06-17,Minions,False,6.5,3246
32,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,False,Justin Kurzel,"[u'Michael Fassbender', u'Marion Cotillard', u'Jeremy Irons']",121856,"Through unlocked genetic memories that allow him to relive the adventures of his ancestor in 15th century Spain, Callum Lynch discovers he's a descendant of the secret 'Assassins' society. After gaining incredible knowledge and skills, he is now poised to take on the oppressive Knights Templar in the present day.",14.74955,/tIKFBxBZhSXpIITiiB5Ws8VGXjt.jpg,2016-12-21,Assassin's Creed,False,5.3,1633
33,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,False,Zack Snyder,"[u'Ben Affleck', u'Henry Cavill', u'Amy Adams']",209112,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",14.710788,/cGOPbv9wA5gEejkUN892JrveARt.jpg,2016-03-23,Batman v Superman: Dawn of Justice,False,5.6,5217
34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,False,Francis Lawrence,"[u'Jennifer Lawrence', u'Josh Hutcherson', u'Liam Hemsworth']",131631,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,14.706979,/gj282Pniaa78ZJfbaixyLXnXEDI.jpg,2014-11-18,The Hunger Games: Mockingjay - Part 1,False,6.6,4314
35,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,False,Gore Verbinski,"[u'Johnny Depp', u'Geoffrey Rush', u'Orlando Bloom']",22,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",14.634723,/tkt9xR1kNX5R9rCebASKck44si2.jpg,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,False,7.4,5121
36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,Garth Davis,"[u'Sunny Pawar', u'Dev Patel', u'Rooney Mara']",334543,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",14.566731,/iBGRbLvg6kVc7wbS8wDdVHq6otm.jpg,2016-11-24,Lion,False,7.9,788
37,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,False,David Ayer,"[u'Will Smith', u'Jared Leto', u'Margot Robbie']",297761,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",14.160793,/e1mjopzAS2KNsvpbpahQ1a6SkSn.jpg,2016-08-02,Suicide Squad,False,5.9,5273
38,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,False,Morten Tyldum,"[u'Jennifer Lawrence', u'Chris Pratt', u'Michael Sheen']",274870,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",13.951542,/5gJkVIVU7FDp7AfRAbPSvvdbre2.jpg,2016-12-21,Passengers,False,6.5,2223
39,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,False,J.J. Abrams,"[u'Daisy Ridley', u'John Boyega', u'Adam Driver']",140607,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",13.938429,/weUSwMdQIa3NaXVzwUoIIcAi85d.jpg,2015-12-15,Star Wars: The Force Awakens,False,7.5,6348
40,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False,Anna Foerster,"[u'Kate Beckinsale', u'Theo James', u'Lara Pulver']",346672,"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.",13.91787,/nHXiMnWUAUba2LZ0dFkNDVdvJ1o.jpg,2016-11-28,Underworld: Blood Wars,False,5.0,1199
41,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,False,Peter Jackson,"[u'Martin Freeman', u'Ian McKellen', u'Richard Armitage']",122917,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",13.626875,/vgAHvS0bT3fpcpnJqT6uDTUsHTo.jpg,2014-12-10,The Hobbit: The Battle of the Five Armies,False,7.1,3756
42,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,False,Zhang Yimou,"[u'Matt Damon', u'Jing Tian', u'Willem Dafoe']",311324,European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.,13.396933,/hm0Z5tpRlSzPO97U5e2Q32Y0Xrb.jpg,2016-12-16,The Great Wall,False,5.8,494
43,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False,John Lee Hancock,"[u'Michael Keaton', u'Nick Offerman', u'John Carroll Lynch']",310307,"The true story of how Ray Kroc, a salesman from Illinois, met Mac and Dick McDonald, who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire.",13.357993,/fxvlzT7yyKiZneTDPwk85BSw1JF.jpg,2016-11-24,The Founder,False,7.2,270
44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,False,Wes Ball,"[u""Dylan O'Brien"", u'Ki Hong Lee', u'Kaya Scodelario']",198663,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",13.317049,/coss7RgL0NH6g4fC2s5atvf3dFO.jpg,2014-09-10,The Maze Runner,False,7.0,4125
45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,False,Chad Stahelski,"[u'Keanu Reeves', u'Common', u'Laurence Fishburne']",324552,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",13.159976,/1jvyy3UtMbWBHikj7byFJeY5Fc7.jpg,2017-02-08,John Wick: Chapter 2,False,6.5,1054
46,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,Damien Chazelle,"[u'Miles Teller', u'J.K. Simmons', u'Melissa Benoist']",244786,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",12.348726,/lIv1QinFqz4dlp5U4lQ6HaiskOZ.jpg,2014-10-10,Whiplash,False,8.3,3154
47,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,False,Tim Burton,"[u'Eva Green', u'Asa Butterfield', u'Samuel L. Jackson']",283366,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,12.18799,/AvekzUdI8HZnImdQulmTTmAZXrC.jpg,2016-09-28,Miss Peregrine's Home for Peculiar Children,False,6.4,1882
48,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,False,Alan Taylor,"[u'Arnold Schwarzenegger', u'Jason Clarke', u'Emilia Clarke']",87101,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",12.137251,/5JU9ytZJyR3zmClGmVm9q4Geqbd.jpg,2015-06-23,Terminator Genisys,False,5.8,3038
49,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,False,Makoto Shinkai,"[u'Ryunosuke Kamiki', u'Mone Kamishiraishi', u'Masami Nagasawa']",372058,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",11.831895,/xq1Ugd62d23K2knRUx6xxuALTZB.jpg,2016-08-26,Your Name.,False,8.4,380
50,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,False,Mel Gibson,"[u'Andrew Garfield', u'Sam Worthington', u'Vince Vaughn']",324786,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to win the Congressional Medal of Honor.",11.820501,/bndiUFfJxNd2fYx8XO610L9a07m.jpg,2016-10-07,Hacksaw Ridge,False,7.5,1826
51,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,False,Brad Bird,"[u'Britt Robertson', u'George Clooney', u'Raffey Cassidy']",158852,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",11.807989,/69Cz9VNQZy39fUE2g0Ggth6SBTM.jpg,2015-05-19,Tomorrowland,False,6.2,2285
52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,Knut Andersen,"[u'Steffen Rothschild', u'Anne-Lise Tangstad', u'Kaare Kroppan']",281007,"The story Peter is telling the about a special summer, when he is invited over to summer holiday from bickering parents, to his aunt and uncle in the country. He's been there before, but this summer was quite one to remember.",11.775568,/dv85cWT2N5F0HywBK1ehlapHrYa.jpg,1976-03-04,The Summer I Turned 15,False,7.0,2
53,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,False,Éric Warin,"[u'Elle Fanning', u'Dane DeHaan', u'Carly Rae Jepsen']",342473,"Set in 1879 Paris. An orphan girl dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house.",11.763308,/60ZhK1FstSkC9Ms8lRWaTPm55kD.jpg,2016-12-14,Ballerina,False,7.3,96
54,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,False,James Cameron,"[u'Sam Worthington', u'Zoe Saldana', u'Sigourney Weaver']",19995,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",11.507059,/kmcqlZGaSh20zpTbuoF0Cdn07dT.jpg,2009-12-10,Avatar,False,7.2,9652
55,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,False,Robert Schwentke,"[u'Shailene Woodley', u'Theo James', u'Kate Winslet']",262500,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,11.382047,/6w1VjTPTjTaA5oNvsAg0y4H6bou.jpg,2015-03-18,Insurgent,False,6.3,2894
56,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,False,David Fincher,"[u'Ben Affleck', u'Rosamund Pike', u'Carrie Coon']",210577,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",11.354049,/gdiLTof3rbPDAmPaCf4g6op46bj.jpg,2014-10-01,Gone Girl,False,7.9,4669
57,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,False,Don Hall,"[u'Scott Adsit', u'Ryan Potter', u'Daniel Henney']",177572,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",11.329162,/hGRfWcy1HRGbsjK6jF7NILmqmFT.jpg,2014-10-24,Big Hero 6,False,7.8,4833
58,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,False,Byron Howard,"[u'Ginnifer Goodwin', u'Jason Bateman', u'Shakira']",269149,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",11.320171,/sM33SANp9z6rXW8Itn7NnG1GOEs.jpg,2016-02-11,Zootopia,False,7.6,3253
59,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,False,Taika Waititi,"[u'Chris Hemsworth', u'Tom Hiddleston', u'Mark Ruffalo']",284053,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of Asgardian civilization, at the hands of an all-powerful new threat, the ruthless Hela.",11.313678,/wHJKSDX1ZZqL5pvewihMgSDTQyf.jpg,2017-10-25,Thor: Ragnarok,False,0.0,0
